,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,year_week,report_count,er_avail_adrenalin_ordinal,er_avail_atropine_ordinal,er_avail_dopamine_ordinal,er_avail_cephalosporins_betalactams_ordinal,er_avail_aminoglycosides_quinolone_ordinal,er_avail_vancomycin_clindamycin_ordinal,er_avail_lidocaine_ordinal,er_avail_minor_opioids_ordinal,er_avail_major_opioids_ordinal,er_avail_iv_fluids_ordinal,er_avail_diazepam_dph_ordinal,er_avail_heparin_ordinal,er_avail_steroids_ordinal,er_avail_insulin_ordinal,er_avail_asthma_ordinal,er_avail_blood_pressure_ordinal,er_avail_defibrillator_ordinal,er_avail_ott_intubation_ordinal,er_avail_catheter_ordinal,er_avail_oxygen_suction_ordinal,sx_avail_minor_opioids_ordinal,sx_avail_major_opioids_ordinal,sx_avail_anesthetic_gases_ordinal,sx_avail_anesthetics_iv_ordinal,sx_avail_relaxants_ordinal,sx_avail_ott_intubation_ordinal,sx_avail_patient_lingerie_kit_ordinal,sx_avail_disposables_mask_gloves_gown_ordinal,sx_avail_oxygen_suction_ordinal,medical_supply_summary,operability_icu_ordinal,operability_icu_p_ordinal,operability_er_ordinal,operability_sx_ordinal,operability_lab_ordinal,operability_uls_ordinal,operability_ct_mri_ordinal,operability_xr_ordinal,country
540,2019-06-29 03:25:44.231000+00:00,26 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,18.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,14,0,12,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:05:00.000Z,No,2019-25,1.0,3.0,3,3,3,0.0,2.0,3,3,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,0.0,3,3,3.0,3.0,3.0,3.0,3,2.4482758620689653,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,Venezuela
544,2019-07-05 15:44:08.635000+00:00,27 del 2019,Todos los días,,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,,Todos los días,Todos los días,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,20,8,1,12,0,12,5,1,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,4,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No,2019-26,1.0,3.0,3,3,3,0.0,3.0,3,3,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,0.0,3,3,3.0,3.0,3.0,3.0,3,2.4827586206896552,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,Venezuela
557,2019-07-13 00:27:44.009000+00:00,28 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Huelga (suspendidas todas  las actividades),,Violencia contra personal de hospital por familiares,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,Todos los días,Menos de 3 de días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,12,0,12,5,1,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,3,Todos los días,1899-12-30T02:00:00.000Z,No,2019-27,1.0,3.0,3,3,3,0.0,3.0,3,3,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,0.0,3,3,3.0,3.0,3.0,3.0,3,2.4827586206896552,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,Venezuela
566,2019-07-21 02:28:17.823000+00:00,29 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,1.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,12,0,14,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T01:00:00.000Z,No,2019-28,1.0,3.0,3,3,3,0.0,2.0,3,3,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,0.0,3,3,3.0,3.0,3.0,3.0,3,2.3448275862068964,3.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,Venezuela
542,2019-07-27 18:12:32.097000+00:00,30 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,,,,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Entre 1 y 2 días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,12,0,12,5,1,4,6,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,3,Todos los días,1899-12-30T18:00:00.000Z,No,2019-29,1.0,3.0,3,3,3,0.0,2.0,3,3,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,0.0,3,3,3.0,3.0,3.0,3.0,3,2.2758620689655173,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,Venezuela
573,2019-08-02 17:49:37.727000+00:00,31 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,16,0,12,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T01:00:00.000Z,No,2019-30,1.0,3.0,3,3,3,2.0,0.0,3,0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,0.0,3,3,3.0,3.0,3.0,3.0,3,2.0344827586206895,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,Venezuela
569,2019-08-10 03:52:42.742000+00:00,32 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,30,30,22,12,1,14,0,12,5,0,4,7,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Entre 3 y 5 días,1899-12-30T00:30:00.000Z,No,2019-31,1.0,3.0,3,3,2,2.0,3.0,3,0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,0.0,3,3,3.0,3.0,3.0,3.0,3,2.206896551724138,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,Venezuela
558,2019-08-17 00:34:58.961000+00:00,33 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,TBC en personal de salud,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 1 y 2 días,Entre 1 y 2 días,Entre 1 y 2 días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,14,0,12,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T01:00:00.000Z,No,2019-32,1.0,3.0,3,3,3,0.0,3.0,3,1,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,0.0,3,3,3.0,3.0,3.0,3.0,3,2.2758620689655173,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,Venezuela
546,2019-08-25 00:34:58.266000+00:00,34 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,,,,,Todos los días,Entre 1 y 2 días,Todos los días,,,Todos los días,,Todos los días,Todos los días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,14,0,12,5,1,4,8,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T00:10:00.000Z,No,2019-33,1.0,3.0,3,3,3,0.0,3.0,3,3,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3,0.0,3,3,3.0,3.0,3.0,3.0,3,2.3448275862068964,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,Venezuela
554,2019-08-31 04:18:56.588000+00:00,35 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Todos los días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,60,22,12,1,14,0,12,5,0,4,5,1,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T00:50:00.000Z,No,2019-34,1.0,3.0,3,3,3,0.0,3.0,3,3,0.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,3,0.0,3,3,3.0,3.0,3.0,3.0,3,2.413793103448276,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,Venezuela
562,2019-09-08 04:46:33.448000+00:00,36 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,No hubo,No hubo,Todos los días,,,Todos los días,,Todos los días,Todos los días,No operativa,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,Entre 1 y 2 días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,20,30,30,22,12,1,12,0,14,5,1,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T00:50:00.000Z,No,2019-35,1.0,3.0,3,3,3,1.0,3.0,3,3,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,0.0,3,3,3.0,3.0,3.0,3.0,3,2.5172413793103448,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,Venezuela
547,2019-09-15 03:31:14.977000+00:00,37 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,Todos los días,No operativa,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Tipo III,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,22,30,30,22,8,2,12,0,12,5,0,4,8,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,2,Menos de 3 días,1899-12-30T00:50:00.000Z,No,2019-36,1.0,3.0,3,3,3,0.0,3.0,3,3,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3,0.0,2,3,3.0,3.0,3.0,3.0,3,2.4482758620689653,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,Venezuela
560,2019-09-22 03:49:42.314000+00:00,38 del 2019,No operativa,Ninguno,Funciona todos los días,No,0.0,1.0,Medicamentos,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 1 y 2 días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Guárico,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 1 y 2 días,Todos los días,Todos los días,No hubo,Tipo III,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,2.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,16,30,30,22,12,1,12,0,12,5,0,4,8,0,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,3,Todos los días,1899-12-30T03:00:00.000Z,No,2019-37,1.0,3.0,3,3,3,0.0,3.0,3,1,0.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3,0.0,3,2,2.0,3.0,3.0,3.0,3,2.2758620689655173,0.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,Venezuela
538,2019-09-27 17:19:17.427000+00:00,39 del 2019,Todos los días,Ninguno,Funciona todos los días,No,0.0,0.0,,0.0,,,,Todos los días,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,Todos los días,Entre 3 y 5 días,Todos los días,,,Todos los días,,Todos los días,Todos los días,No operativa,No operativa,No operativa,Todos los días,Todos los días,GUA000,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Guárico,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,No hubo,Tipo III,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,MPPS,,8.0,1.0,,18.0,0.0,18.0,6.0,4.0,Todos los días,160,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Todos los días,Todos los días,No hubo,182,Todos los días,Todos los días,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,16,30,30,22,8,1,12,0,12,5,1,4,8,0,Hubo agua todos los días,"3 a 5 días, con soporte alterno",Hubo agua todos los días,Si,2,Menos de 3 días,1899-12-30T00:50:00.000Z,No,2019-38,1.0,3.0,3,3,3,0.0,2.0,3,0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,0.0,3,3,2.0,3.0,3.0,3.0,3,2.103448275862069,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,Venezuela
